image,video,frame,time_sec,annotation_class,annotation_status
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0014723.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,14723,588.92,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0015101.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,15101,604.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0016422.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,16422,656.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0018687.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,18687,747.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0020386.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,20386,815.44,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/navy_vs_lafayette_2025_frame_0021519.jpg,data/raw_videos/patriot_league/navy/navy_vs_lafayette_2025.mp4,21519,860.76,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0000000.jpg,videos/BU_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0001407.jpg,videos/BU_clip.mp4,1407,56.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0002814.jpg,videos/BU_clip.mp4,2814,112.56,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0003582.jpg,videos/BU_clip.mp4,3582,143.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0004093.jpg,videos/BU_clip.mp4,4093,163.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0005117.jpg,videos/BU_clip.mp4,5117,204.68,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0006524.jpg,videos/BU_clip.mp4,6524,260.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0007292.jpg,videos/BU_clip.mp4,7292,291.68,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0008315.jpg,videos/BU_clip.mp4,8315,332.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0009722.jpg,videos/BU_clip.mp4,9722,388.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0010106.jpg,videos/BU_clip.mp4,10106,404.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0011641.jpg,videos/BU_clip.mp4,11641,465.64,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0012793.jpg,videos/BU_clip.mp4,12793,511.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0013305.jpg,videos/BU_clip.mp4,13305,532.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/BU_clip_frame_0015096.jpg,videos/BU_clip.mp4,15096,603.84,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0000000.jpg,videos/albany_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0002117.jpg,videos/albany_clip.mp4,2117,70.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0003025.jpg,videos/albany_clip.mp4,3025,100.833,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0003630.jpg,videos/albany_clip.mp4,3630,121.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0004840.jpg,videos/albany_clip.mp4,4840,161.333,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0006201.jpg,videos/albany_clip.mp4,6201,206.7,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0007865.jpg,videos/albany_clip.mp4,7865,262.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0008772.jpg,videos/albany_clip.mp4,8772,292.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0010436.jpg,videos/albany_clip.mp4,10436,347.867,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0011646.jpg,videos/albany_clip.mp4,11646,388.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0013007.jpg,videos/albany_clip.mp4,13007,433.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0013915.jpg,videos/albany_clip.mp4,13915,463.833,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0015125.jpg,videos/albany_clip.mp4,15125,504.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0016032.jpg,videos/albany_clip.mp4,16032,534.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_clip_frame_0017091.jpg,videos/albany_clip.mp4,17091,569.7,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0000000.jpg,videos/albany_short_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0001134.jpg,videos/albany_short_clip.mp4,1134,37.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0001436.jpg,videos/albany_short_clip.mp4,1436,47.867,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0001890.jpg,videos/albany_short_clip.mp4,1890,63.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0002873.jpg,videos/albany_short_clip.mp4,2873,95.767,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0003176.jpg,videos/albany_short_clip.mp4,3176,105.867,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0004083.jpg,videos/albany_short_clip.mp4,4083,136.1,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0004310.jpg,videos/albany_short_clip.mp4,4310,143.667,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0004915.jpg,videos/albany_short_clip.mp4,4915,163.833,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0005444.jpg,videos/albany_short_clip.mp4,5444,181.467,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0006276.jpg,videos/albany_short_clip.mp4,6276,209.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0007184.jpg,videos/albany_short_clip.mp4,7184,239.467,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0007637.jpg,videos/albany_short_clip.mp4,7637,254.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0008242.jpg,videos/albany_short_clip.mp4,8242,274.733,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/albany_short_clip_frame_0008772.jpg,videos/albany_short_clip.mp4,8772,292.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0000000.jpg,videos/army_short_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0001893.jpg,videos/army_short_clip.mp4,1893,75.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0002651.jpg,videos/army_short_clip.mp4,2651,106.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0003282.jpg,videos/army_short_clip.mp4,3282,131.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0004292.jpg,videos/army_short_clip.mp4,4292,171.68,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0005681.jpg,videos/army_short_clip.mp4,5681,227.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0006312.jpg,videos/army_short_clip.mp4,6312,252.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0007827.jpg,videos/army_short_clip.mp4,7827,313.08,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0008080.jpg,videos/army_short_clip.mp4,8080,323.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0009090.jpg,videos/army_short_clip.mp4,9090,363.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0010605.jpg,videos/army_short_clip.mp4,10605,424.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0011867.jpg,videos/army_short_clip.mp4,11867,474.68,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0012120.jpg,videos/army_short_clip.mp4,12120,484.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0013256.jpg,videos/army_short_clip.mp4,13256,530.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/army_short_clip_frame_0014897.jpg,videos/army_short_clip.mp4,14897,595.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0000000.jpg,videos/holy_cross_short_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0000418.jpg,videos/holy_cross_short_clip.mp4,418,16.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0000874.jpg,videos/holy_cross_short_clip.mp4,874,34.96,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0001102.jpg,videos/holy_cross_short_clip.mp4,1102,44.08,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0001368.jpg,videos/holy_cross_short_clip.mp4,1368,54.72,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0001748.jpg,videos/holy_cross_short_clip.mp4,1748,69.92,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0001976.jpg,videos/holy_cross_short_clip.mp4,1976,79.04,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0002281.jpg,videos/holy_cross_short_clip.mp4,2281,91.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0002585.jpg,videos/holy_cross_short_clip.mp4,2585,103.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0002737.jpg,videos/holy_cross_short_clip.mp4,2737,109.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0003307.jpg,videos/holy_cross_short_clip.mp4,3307,132.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0003497.jpg,videos/holy_cross_short_clip.mp4,3497,139.88,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0003915.jpg,videos/holy_cross_short_clip.mp4,3915,156.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0003953.jpg,videos/holy_cross_short_clip.mp4,3953,158.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/holy_cross_short_clip_frame_0004257.jpg,videos/holy_cross_short_clip.mp4,4257,170.28,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0000000.jpg,videos/lafayette_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0000887.jpg,videos/lafayette_clip.mp4,887,35.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0002409.jpg,videos/lafayette_clip.mp4,2409,96.36,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0003678.jpg,videos/lafayette_clip.mp4,3678,147.12,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0003931.jpg,videos/lafayette_clip.mp4,3931,157.24,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0005834.jpg,videos/lafayette_clip.mp4,5834,233.36,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0006595.jpg,videos/lafayette_clip.mp4,6595,263.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0006975.jpg,videos/lafayette_clip.mp4,6975,279.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0008117.jpg,videos/lafayette_clip.mp4,8117,324.68,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0009512.jpg,videos/lafayette_clip.mp4,9512,380.48,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0010273.jpg,videos/lafayette_clip.mp4,10273,410.92,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0011288.jpg,videos/lafayette_clip.mp4,11288,451.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0012810.jpg,videos/lafayette_clip.mp4,12810,512.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0013063.jpg,videos/lafayette_clip.mp4,13063,522.52,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lafayette_clip_frame_0014458.jpg,videos/lafayette_clip.mp4,14458,578.32,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0000000.jpg,videos/lemoyne_full.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0019461.jpg,videos/lemoyne_full.mp4,19461,648.7,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0028306.jpg,videos/lemoyne_full.mp4,28306,943.533,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0044229.jpg,videos/lemoyne_full.mp4,44229,1474.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0061921.jpg,videos/lemoyne_full.mp4,61921,2064.033,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0081382.jpg,videos/lemoyne_full.mp4,81382,2712.733,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0084920.jpg,videos/lemoyne_full.mp4,84920,2830.667,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0100843.jpg,videos/lemoyne_full.mp4,100843,3361.433,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0113227.jpg,videos/lemoyne_full.mp4,113227,3774.233,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0132688.jpg,videos/lemoyne_full.mp4,132688,4422.933,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0143303.jpg,videos/lemoyne_full.mp4,143303,4776.767,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0157457.jpg,videos/lemoyne_full.mp4,157457,5248.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0176918.jpg,videos/lemoyne_full.mp4,176918,5897.267,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0196379.jpg,videos/lemoyne_full.mp4,196379,6545.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_full_frame_0205225.jpg,videos/lemoyne_full.mp4,205225,6840.833,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0000000.jpg,videos/lemoyne_short_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0000408.jpg,videos/lemoyne_short_clip.mp4,408,13.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0000998.jpg,videos/lemoyne_short_clip.mp4,998,33.267,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0001179.jpg,videos/lemoyne_short_clip.mp4,1179,39.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0001633.jpg,videos/lemoyne_short_clip.mp4,1633,54.433,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0001905.jpg,videos/lemoyne_short_clip.mp4,1905,63.5,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0002495.jpg,videos/lemoyne_short_clip.mp4,2495,83.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0002767.jpg,videos/lemoyne_short_clip.mp4,2767,92.233,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0003130.jpg,videos/lemoyne_short_clip.mp4,3130,104.333,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0003584.jpg,videos/lemoyne_short_clip.mp4,3584,119.467,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0003765.jpg,videos/lemoyne_short_clip.mp4,3765,125.5,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0004219.jpg,videos/lemoyne_short_clip.mp4,4219,140.633,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0004446.jpg,videos/lemoyne_short_clip.mp4,4446,148.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0004990.jpg,videos/lemoyne_short_clip.mp4,4990,166.333,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/lemoyne_short_clip_frame_0005308.jpg,videos/lemoyne_short_clip.mp4,5308,176.933,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0000000.jpg,videos/match_clip.mov,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0000380.jpg,videos/match_clip.mov,380,15.199,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0000836.jpg,videos/match_clip.mov,836,33.437,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0000950.jpg,videos/match_clip.mov,950,37.996,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0001216.jpg,videos/match_clip.mov,1216,48.635,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0001748.jpg,videos/match_clip.mov,1748,69.913,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0002014.jpg,videos/match_clip.mov,2014,80.552,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0002242.jpg,videos/match_clip.mov,2242,89.672,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0002584.jpg,videos/match_clip.mov,2584,103.35,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0002774.jpg,videos/match_clip.mov,2774,110.95,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0003040.jpg,videos/match_clip.mov,3040,121.589,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0003382.jpg,videos/match_clip.mov,3382,135.267,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0003838.jpg,videos/match_clip.mov,3838,153.506,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0004028.jpg,videos/match_clip.mov,4028,161.105,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_frame_0004408.jpg,videos/match_clip.mov,4408,176.303,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0000000.jpg,videos/match_clip_5.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0000756.jpg,videos/match_clip_5.mp4,756,25.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0001739.jpg,videos/match_clip_5.mp4,1739,57.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0001814.jpg,videos/match_clip_5.mp4,1814,60.467,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0002495.jpg,videos/match_clip_5.mp4,2495,83.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0003251.jpg,videos/match_clip_5.mp4,3251,108.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0003932.jpg,videos/match_clip_5.mp4,3932,131.067,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0004310.jpg,videos/match_clip_5.mp4,4310,143.667,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0004991.jpg,videos/match_clip_5.mp4,4991,166.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0005747.jpg,videos/match_clip_5.mp4,5747,191.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0006579.jpg,videos/match_clip_5.mp4,6579,219.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0006654.jpg,videos/match_clip_5.mp4,6654,221.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0007410.jpg,videos/match_clip_5.mp4,7410,247.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0008394.jpg,videos/match_clip_5.mp4,8394,279.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_5_frame_0008469.jpg,videos/match_clip_5.mp4,8469,282.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0000000.jpg,videos/match_clip_7.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0000983.jpg,videos/match_clip_7.mp4,983,32.767,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0001512.jpg,videos/match_clip_7.mp4,1512,50.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0002344.jpg,videos/match_clip_7.mp4,2344,78.133,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0002949.jpg,videos/match_clip_7.mp4,2949,98.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0003327.jpg,videos/match_clip_7.mp4,3327,110.9,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0003629.jpg,videos/match_clip_7.mp4,3629,120.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0004461.jpg,videos/match_clip_7.mp4,4461,148.7,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0004991.jpg,videos/match_clip_7.mp4,4991,166.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0005898.jpg,videos/match_clip_7.mp4,5898,196.6,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0006049.jpg,videos/match_clip_7.mp4,6049,201.633,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0006730.jpg,videos/match_clip_7.mp4,6730,224.333,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0007410.jpg,videos/match_clip_7.mp4,7410,247.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0008394.jpg,videos/match_clip_7.mp4,8394,279.8,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/match_clip_7_frame_0008772.jpg,videos/match_clip_7.mp4,8772,292.4,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0000000.jpg,videos/siena_1st.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0006812.jpg,videos/siena_1st.mp4,6812,227.067,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0013625.jpg,videos/siena_1st.mp4,13625,454.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0016351.jpg,videos/siena_1st.mp4,16351,545.033,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0025889.jpg,videos/siena_1st.mp4,25889,862.967,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0027251.jpg,videos/siena_1st.mp4,27251,908.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0034746.jpg,videos/siena_1st.mp4,34746,1158.2,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0040877.jpg,videos/siena_1st.mp4,40877,1362.567,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0044284.jpg,videos/siena_1st.mp4,44284,1476.133,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0052459.jpg,videos/siena_1st.mp4,52459,1748.633,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0056547.jpg,videos/siena_1st.mp4,56547,1884.9,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0062679.jpg,videos/siena_1st.mp4,62679,2089.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0066085.jpg,videos/siena_1st.mp4,66085,2202.833,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0074261.jpg,videos/siena_1st.mp4,74261,2475.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_1st_frame_0079711.jpg,videos/siena_1st.mp4,79711,2657.033,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0000000.jpg,videos/siena_short_clip.mp4,0,0.0,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0000635.jpg,videos/siena_short_clip.mp4,635,21.167,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0000907.jpg,videos/siena_short_clip.mp4,907,30.233,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0001406.jpg,videos/siena_short_clip.mp4,1406,46.867,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0001497.jpg,videos/siena_short_clip.mp4,1497,49.9,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0002132.jpg,videos/siena_short_clip.mp4,2132,71.067,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0002449.jpg,videos/siena_short_clip.mp4,2449,81.633,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0002767.jpg,videos/siena_short_clip.mp4,2767,92.233,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0003039.jpg,videos/siena_short_clip.mp4,3039,101.3,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0003311.jpg,videos/siena_short_clip.mp4,3311,110.367,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0003856.jpg,videos/siena_short_clip.mp4,3856,128.533,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0003992.jpg,videos/siena_short_clip.mp4,3992,133.067,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0004491.jpg,videos/siena_short_clip.mp4,4491,149.7,playable_field,needs_polygon
data/field_segmentation/images_to_annotate/siena_short_clip_frame_0005036.jpg,videos/siena_short_clip.mp4,5036,167.867,playable_field,needs_polygon
